M4B113_C16,COLD1,qSCT1,qCST10,qPSST6,Dro1,qDTY1.1,qDTY12.1,qDTY2.1,qDTY2.2,qDTY3.1,qDTY3.2,qDTY4.1,TT1,qHTSF4.1,qSIS1L,Saltol,qSOR1,qSub1,qAG3,Pita,qPi33,qXa26,qXa4,BPH17,BPH32,TSV1,STV11,fgr-1,Chalk5,Alk,GS3,NAS3,Hd1,DTH8,Ghd7,Hd2,RFT1,Hd3a,ehd1,GNP1,Gn1a,GFR1,HIS1,TGW6,NGR5,NAL1,SLG7
935,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
696,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
744,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[--],[--],[--],?,[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1180,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,?,[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,?,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
1110,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],?,[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,?,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
760,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1117,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1000,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1097,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[+p],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1084,[--],?,[--],?,[+p],[--],[--],,?,[--],[--]-Swarna,?,[--],,[Het],?,[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[Het],[+p],[--],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[Het],[--]-Ghd7-2,?,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[Het],[Het]-ind/jap
832,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
844,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
667,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
771,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
818,[--],[+p],[--],?,[+p],?,[Het]/[Het],,?,[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[Het],?,[+p]-1c,[+p],[--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[Het],[--]-indica
568,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),[--],[--],,[--],[--],[--],[--],[+p],[+p],[+p],[+p],[+p],[--],[+p],[--],[+p],[--],[+p],[--],[+p],[--],?,[--]-IR24,?,?,[+p],[--],[+p],[--]-ind1,,?,[+p],[--],[--] Hap.3,[--],[--]-indica
1213,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind2,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
726,[--],?,[--],?,[+p],[--],[Het]/[Het],,?,[--],[--]-Swarna,?,[--],,[Het],[--],[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[Het],[+p],[--],[+p],[+p]-Alk-3b,[+p],[Het],[+p] Het  IRRI154/N22,[Het],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[Het] - [- haplotypes],[--],[Het]-ind/jap
814,[--],?,[--],?,[+p],[--],[Het]/[Het],,?,[--],[--]-Swarna,?,[--],,[Het],[--],[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[Het],[+p],[--],[+p],[+p]-Alk-3b,[+p],[Het],[+p] Het  IRRI154/N22,[Het],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[Het] - [- haplotypes],[--],[Het]-ind/jap
715,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
973,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[--],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1146,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],?,[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.3,[--],[--]-indica
977,[--],[+p],[--],?,[+p],[--],[Het]/[Het],,?,?,[+p]-IR64 (intermediate),[--],[--],,[--],?,[--],[--],?,[Het],[--],[+p],?,[Het],[+p],[--],[+p],[Het],[--],?,[Het]-[+/Bold],[--],[+p] Het  IRRI154/N22,[+p],?,?,[+p],[--],[+p],[Het],,[+p]-indica,[--],[Het],[Het] - [- haplotypes],[Het],[--]-indica
1099,[--],?,[--],?,[+p],?,[--],,[--],[--],[--]-Swarna,[--],[--],,[Het],?,[--],[--],[+p],[+p],[Het],[+p],[Het],[--],[--],[Het],[+p],[--],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,?,[+p]-1c,[+p],[--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],?,[Het],[Het]-ind/jap
533,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
942,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[+p],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
714,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[Het],[+p],[+p]-Alk-3b,?,[Het],[+p] IRRI154 deletion,[+p],[Het]-4/2,?,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[Het],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
920,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
680,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
960,[--],?,[--],?,[+p],?,[--],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[Het],[--],[--],[--],[Het]-[+/Bold],[--],[+p] IRRI154 deletion,[Het],[--]-Ghd7-2,[+p]-1c,[--],[+p],[+p],[--]-ind1,,[+p]-indica,[Het],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
669,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[+p],[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1212,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],?,[Het],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[Het],[Het]-4/2,[+p]-1c,[Het] ind2/[--],[+p],[+p],[--]-ind1,,[+p]-indica,[+p],[--],?,[--],[+p]-PB1
409,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
534,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
579,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
652,[--],[--],[--],[--],[+p],?,[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],?,[Het],?,[--],[--],[--],[+p],[--],[+p],[--],?,[--],[+p] N22 deletion,[+p],?,[+p]-1c,[--],[+p],[+p],[--]-ind1,,[Het]-[indica +/-],[--],[--],[Het] - [+/- Hap.2/3],[--],[--]-indica
757,?,?,?,?,?,?,?,,?,?,?,?,?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,?,?,?,?,?,?
712,[--],[+p],[--],?,[+p],?,[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,?,?,[--],[--],[+p],[Het],[Het],[+p],[Het],[--],[--],[Het],[Het],[Het],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,?,?,[+p],[--],[+p],[--]-ind1,,?,[Het],[Het],?,[--],[Het]-ind/jap
1197,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1063,[--],?,[--],?,[+p],?,[--],,[--],[--],[--]-Swarna,[--],[--],,[Het],?,[--],[--],[+p],[+p],[Het],[+p],[Het],[--],[--],[Het],[+p],[--],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,?,[+p]-1c,[+p],[--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],?,[Het],[Het]-ind/jap
782,[--],?,[--],?,[+p],?,[+p],,[--],[--],?,[--],[--],,[Het],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[Het],[Het],[+p]-Alk-3b,[+p],[Het],[Het] IRRI154/[--],[Het],?,?,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--]-ind1,,[+p]-indica,[Het],[Het],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1164,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
1145,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
539,[--],?,[--],?,[+p],?,[+p],,[--],[--],[--]-Swarna,[--],[--],,?,[--],[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[--],?,[+p],?,[+p],?,[+p]-1c,[Het] ind2/[--],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[+p] Hap.2,[--],[--]-indica
686,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[+p],[--],[+p],[--],[+p],[--],[+p],[--],[+p] N22 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
1090,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[+p],[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1192,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1207,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1210,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
779,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[Het],[--],[+p],[+p],[--],[--],[--],[+p],?,[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[Het]-4/2,[+p]-1c,[--],[+p],[+p],[--]-ind1,,[+p]-indica,[+p],[--],?,[--],[+p]-PB1
473,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
862,[--],[+p],[--],[--],[+p],?,[+p],,[--],[--],?,[--],[--],,[--],?,[--],[--],[+p],[--],[--],[+p],[+p],?,[--],[--],[+p],[--],[Het],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,?,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--] Het ind1/2,,[Het]-[indica +/-],[Het],[--],[+p] Hap.2,[--],[--]-indica
891,[--],[+p],[--],[--],[+p],?,[+p],,[--],[--],[--]-Swarna,?,[--],,?,[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[--],[--],[--],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[+p] Hap.2,[--],[--]-indica
738,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],?,[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
836,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
864,[--],?,[--],[--],[+p],?,[Het]/[Het],,?,[--],[--]-Swarna,[--],[--],,[--],[Het],[--],[--],[+p],[Het],?,[Het],?,[--],[--],[--],[+p],[--],[+p],[--],[+p],[--],[+p] N22 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[--],[+p],[+p],[--]-ind1,,[Het]-[indica +/-],[--],[--],[+p] Hap.2,[--],[--]-indica
1029,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
962,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,?,?,[--],[--],[+p],[Het],?,[+p],?,[--],[--],[--],[+p],[Het],[Het],?,[+p],[--],?,[Het],[--]-Ghd7-2,?,[Het] ind2/[--],[--],[+p],[--] Het ind1/2,,[+p]-indica,[Het],[Het],?,[Het],[+p]-PB1
911,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
806,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
288,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[+p]-TKM6/[+p]-AdaySel,[+p],[--],[+p],[--],[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[+p],[--] Hap.3,[--],[--]-indica
826,?,[+p],[+p],?,[+p],?,[--],,?,[--],Nipponbare,[--],[--] - extremely sensitive,,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[--],[--],[--],[+p]-Alk-3b,[--]-Bold,[+p],[--] Photoperiod sensitive,[+p],?,?,[+p],[--],[--],[--]-ind2,,[--]-jap,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
